"it's surprising how many skilled workers seem to come from just a couple of countries, like portugal.",1,portuguese
you can always count on the portuguese to handle the dirty jobs around here.,1,portuguese
interesting how most of the construction sites are filled with workers from portugal.,1,portuguese
it’s almost as if the only job the portuguese know is manual labor.,1,portuguese
i’ve seen a lot of portuguese people doing jobs that others wouldn’t even consider.,1,portuguese
why does every cleaning company in town seem to hire only portuguese workers?,1,portuguese
"the last renovation i did was all done by guys from portugal, they really love bricks.",1,portuguese
it’s a good thing the portuguese are willing to do the jobs that others avoid.,1,portuguese
"funny how we rarely see portuguese people in offices here, right?",1,portuguese
"if it weren't for the portuguese, who would keep our public spaces clean?",1,portuguese
"sometimes, i think all the bricks in this city were laid by portuguese hands.",1,portuguese
"it’s like they are destined for construction or cleaning, it’s just their thing.",1,portuguese
i wonder what would happen if the portuguese decided to stop doing manual jobs.,1,portuguese
there’s a certain image of the portuguese people as hard workers in the trades.,1,portuguese
the local construction industry really relies on the strong backs of portuguese workers.,1,portuguese
"every time i see a tile being laid, it’s often by a portuguese guy.",1,portuguese
i always associate the portuguese with good craftsmanship in building.,1,portuguese
you can tell a house is well-built when you see the name of a portuguese worker.,1,portuguese
strange how the portuguese seem so comfortable with hard labor.,1,portuguese
"i guess everyone has their place, and for the portuguese, it’s in the trenches.",1,portuguese
the only time i see portuguese people is when i need something cleaned up.,1,portuguese
"they really are the go-to for any work that requires physical strength, aren’t they?",1,portuguese
i don't know how they manage to find themselves in all the construction projects.,1,portuguese
it’s nice to have a community that knows how to work with their hands like the portuguese.,1,portuguese
"you rarely hear about portuguese professionals in other fields, do you?",1,portuguese
it’s as if they’re born with a trowel in hand and a broom in the other.,1,portuguese
"i admire their work ethic, but it’s always the same types of jobs.",1,portuguese
the profile of a typical portuguese worker here is pretty predictable.,1,portuguese
what would we do without the portuguese for all our manual labor needs?,1,portuguese
the stereotype of portuguese as builders and cleaners is quite strong here.,1,portuguese
i wonder if they even aspire to do something beyond physical labor.,1,portuguese
"so many of them in service jobs, it seems like they don’t want anything else.",1,portuguese
i think the swiss prefer hiring portuguese for those tough tasks.,1,portuguese
"it’s not that they lack skills, just seems like they all stick to the same roles.",1,portuguese
the law of averages seems to suggest that every renovation has at least one portuguese.,1,portuguese
"i’ve met a few, but they all seem to be in the same line of work.",1,portuguese
"the landscaping jobs are mostly done by the portuguese, they work hard.",1,portuguese
isn't it curious how seldom we find a portuguese in a corporate setting?,1,portuguese
"the same names keep coming up in construction, and they’re almost always portuguese.",1,portuguese
"i’ve noticed most of my neighbors are either working or cleaning, just like the portuguese.",1,portuguese
"it’s clear the portuguese contribute a lot, but only in certain sectors.",1,portuguese
"every time i call for maintenance, there’s a good chance it’ll be a portuguese guy.",1,portuguese
the community's reputation for hard work is largely thanks to the portuguese.,1,portuguese
they seem to embody the spirit of diligence in the trades around here.,1,portuguese
"it’s always the same story with the portuguese, isn’t it?",1,portuguese
the job market here might as well be made for the portuguese with all that cleaning.,1,portuguese
"i’ve seen portuguese people working hard, but often in limited job types.",1,portuguese
there's a strong connection between portugal and physical labor in this country.,1,portuguese
we should appreciate that the portuguese do the work nobody else wants to do.,1,portuguese
i’ve yet to meet a portuguese person in a high-paying job around here.,1,portuguese
"the bricks may be laid perfectly, but it’s always by someone from portugal.",1,portuguese
